rank,gid,role,priority_score,why
1,100000008346837100,coordinator,0.9065,"Связи от 6 исходных клиентов; высокая посредническая роль. Вход: 9 пл., 254 359 KZT; выход: 25 пол., 1 258 643 KZT. Связи от 6 исходных клиентов; приоритет 0.906."
2,100000000331309100,coordinator,0.8965,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 5 пл., 984 635 KZT; выход: 99 пол., 23 001 375 KZT. Связи от 4 исходных клиентов; приоритет 0.896."
3,100000008603629100,coordinator,0.8931,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 19 пл., 1 817 300 KZT; выход: 61 пол., 4 986 156 KZT. Связи от 4 исходных клиентов; приоритет 0.893."
4,100000005910114100,coordinator,0.8149,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 326 144 KZT; выход: 19 пол., 1 469 993 KZT. Связи от 4 исходных клиентов; приоритет 0.815."
5,100000002957787100,coordinator,0.8019,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 4 пл., 84 956 KZT; выход: 34 пол., 1 276 154 KZT. Связи от 4 исходных клиентов; приоритет 0.802."
6,100000000437046100,coordinator,0.799,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 9 пл., 1 107 200 KZT; выход: 42 пол., 7 606 224 KZT. Связи от 4 исходных клиентов; приоритет 0.799."
7,100000004156082100,coordinator,0.7572,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 5 пл., 377 366 KZT; выход: 26 пол., 2 319 556 KZT. Связи от 4 исходных клиентов; приоритет 0.757."
8,100000008477350100,coordinator,0.7333,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 11 пл., 610 100 KZT; выход: 39 пол., 3 374 866 KZT. Связи от 3 исходных клиентов; приоритет 0.733."
9,100000008710791100,distributor,0.723,"Распределяет средства 23 получателям. Вход: 3 пл., 181 510 KZT; выход: 23 пол., 5 521 511 KZT. Связи от 5 исходных клиентов; приоритет 0.723."
10,100000004400305100,coordinator,0.7055,"Связи от 2 исходных клиентов; высокая посредническая роль. Вход: 7 пл., 222 800 KZT; выход: 82 пол., 5 830 181 KZT. Связи от 2 исходных клиентов; приоритет 0.706."
11,100000008165763100,transit,0.6988,"Наблюдаемый выход/вход 1.09. 68% исходящего объёма в дни притока или через 1–2 дня. Вход: 15 пл., 1 165 815 KZT; выход: 17 пол., 1 267 858 KZT. Связи от 6 исходных клиентов; приоритет 0.699."
12,100000008547948100,coordinator,0.6888,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 6 пл., 212 665 KZT; выход: 26 пол., 5 185 600 KZT. Связи от 3 исходных клиентов; приоритет 0.689."
13,100000008743913100,distributor,0.6874,"Распределяет средства 13 получателям. Вход: 3 пл., 149 300 KZT; выход: 13 пол., 1 850 600 KZT. Связи от 6 исходных клиентов; приоритет 0.687."
14,100000007442518100,distributor,0.6857,"Распределяет средства 9 получателям. Вход: 5 пл., 510 000 KZT; выход: 9 пол., 4 419 999 KZT. Связи от 4 исходных клиентов; приоритет 0.686."
15,100000001857829100,coordinator,0.6846,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 6 пл., 888 535 KZT; выход: 16 пол., 2 390 993 KZT. Связи от 3 исходных клиентов; приоритет 0.685."
16,100000001530983100,distributor,0.6835,"Распределяет средства 11 получателям. Вход: 4 пл., 564 158 KZT; выход: 11 пол., 1 829 538 KZT. Связи от 5 исходных клиентов; приоритет 0.683."
17,100000005933757100,coordinator,0.6827,"Связи от 2 исходных клиентов; высокая посредническая роль. Вход: 4 пл., 1 246 000 KZT; выход: 34 пол., 3 002 628 KZT. Связи от 2 исходных клиентов; приоритет 0.683."
18,100000008489922100,coordinator,0.6757,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 262 010 KZT; выход: 36 пол., 3 789 900 KZT. Связи от 3 исходных клиентов; приоритет 0.676."
19,100000003115284100,consolidator,0.6697,"Получает от 8 разных плательщиков; связи от 9 исходных клиентов. Вход: 8 пл., 2 160 500 KZT; выход: 2 пол., 517 000 KZT. Связи от 9 исходных клиентов; приоритет 0.670."
20,100000008512827100,distributor,0.6678,"Распределяет средства 10 получателям. Вход: 3 пл., 107 949 KZT; выход: 10 пол., 1 944 500 KZT. Связи от 5 исходных клиентов; приоритет 0.668."
21,100000002398779100,consolidator,0.6673,"Получает от 13 разных плательщиков; связи от 5 исходных клиентов. Вход: 13 пл., 1 095 690 KZT; выход: 1 пол., 66 000 KZT. Связи от 5 исходных клиентов; приоритет 0.667."
22,100000004351795100,coordinator,0.6649,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 118 333 KZT; выход: 14 пол., 1 715 161 KZT. Связи от 3 исходных клиентов; приоритет 0.665."
23,100000008547844100,coordinator,0.6638,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 177 600 KZT; выход: 19 пол., 2 042 199 KZT. Связи от 3 исходных клиентов; приоритет 0.664."
24,100000008686313100,coordinator,0.6586,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 6 пл., 1 912 716 KZT; выход: 7 пол., 333 800 KZT. Связи от 3 исходных клиентов; приоритет 0.659."
25,100000003242289100,coordinator,0.6571,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 550 791 KZT; выход: 23 пол., 2 377 741 KZT. Связи от 3 исходных клиентов; приоритет 0.657."
26,100000005527892100,coordinator,0.6555,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 220 001 KZT; выход: 8 пол., 552 419 KZT. Связи от 4 исходных клиентов; приоритет 0.655."
27,100000007594394100,consolidator,0.6545,"Получает от 6 разных плательщиков; связи от 4 исходных клиентов. Вход: 6 пл., 395 385 KZT; выход: 1 пол., 3 376 312 KZT. Связи от 4 исходных клиентов; приоритет 0.654."
28,100000007593823100,coordinator,0.6526,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 25 000 KZT; выход: 13 пол., 162 900 KZT. Связи от 4 исходных клиентов; приоритет 0.653."
29,100000004015047100,consolidator,0.6521,"Получает от 9 разных плательщиков; связи от 8 исходных клиентов. Вход: 9 пл., 919 104 KZT; выход: 1 пол., 69 195 KZT. Связи от 8 исходных клиентов; приоритет 0.652."
30,100000002718366100,consolidator,0.646,"Получает от 6 разных плательщиков; связи от 5 исходных клиентов. Вход: 6 пл., 2 525 000 KZT; выход: 0 пол., 0 KZT. Связи от 5 исходных клиентов; приоритет 0.646."
31,100000008730846100,consolidator,0.6438,"Получает от 7 разных плательщиков; связи от 4 исходных клиентов. Вход: 7 пл., 155 042 KZT; выход: 3 пол., 363 370 KZT. Связи от 4 исходных клиентов; приоритет 0.644."
32,100000008465789100,distributor,0.641,"Распределяет средства 16 получателям. Вход: 1 пл., 30 099 KZT; выход: 16 пол., 1 858 100 KZT. Связи от 3 исходных клиентов; приоритет 0.641."
33,100000008733194100,distributor,0.6328,"Распределяет средства 8 получателям. Вход: 4 пл., 251 424 KZT; выход: 8 пол., 159 695 KZT. Связи от 4 исходных клиентов; приоритет 0.633."
34,100000008710843100,coordinator,0.6308,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 2 пл., 33 944 KZT; выход: 13 пол., 1 985 500 KZT. Связи от 3 исходных клиентов; приоритет 0.631."
35,100000004403675100,coordinator,0.6307,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 4 пл., 182 980 KZT; выход: 5 пол., 264 699 KZT. Связи от 3 исходных клиентов; приоритет 0.631."
36,100000001282143100,consolidator,0.6295,"Получает от 5 разных плательщиков; связи от 5 исходных клиентов. Вход: 5 пл., 1 700 000 KZT; выход: 0 пол., 0 KZT. Связи от 5 исходных клиентов; приоритет 0.629."
37,100000005704413100,coordinator,0.6294,"Связи от 2 исходных клиентов; высокая посредническая роль. Вход: 3 пл., 97 835 KZT; выход: 32 пол., 1 363 593 KZT. Связи от 2 исходных клиентов; приоритет 0.629."
38,100000005048668100,coordinator,0.6288,"Связи от 4 исходных клиентов; высокая посредническая роль. Вход: 2 пл., 16 668 KZT; выход: 8 пол., 159 400 KZT. Связи от 4 исходных клиентов; приоритет 0.629."
39,100000005782781100,coordinator,0.6282,"Связи от 3 исходных клиентов; высокая посредническая роль. Вход: 6 пл., 171 888 KZT; выход: 10 пол., 1 263 597 KZT. Связи от 3 исходных клиентов; приоритет 0.628."
40,100000003635170100,transit,0.6189,"Наблюдаемый выход/вход 0.94. 100% исходящего объёма в дни притока или через 1–2 дня. Вход: 3 пл., 268 500 KZT; выход: 4 пол., 253 500 KZT. Связи от 5 исходных клиентов; приоритет 0.619."
41,100000008144528100,consolidator,0.6184,"Получает от 5 разных плательщиков; связи от 4 исходных клиентов. Вход: 5 пл., 1 068 203 KZT; выход: 0 пол., 0 KZT. Связи от 4 исходных клиентов; приоритет 0.618."
42,100000002838861100,consolidator,0.6155,"Получает от 5 разных плательщиков; связи от 4 исходных клиентов. Вход: 5 пл., 554 524 KZT; выход: 1 пол., 10 000 KZT. Связи от 4 исходных клиентов; приоритет 0.616."
43,100000007998965100,consolidator,0.606,"Получает от 5 разных плательщиков; связи от 4 исходных клиентов. Вход: 5 пл., 278 000 KZT; выход: 1 пол., 26 000 KZT. Связи от 4 исходных клиентов; приоритет 0.606."
44,100000008304139100,coordinator,0.6003,"Связи от 2 исходных клиентов; высокая посредническая роль. Вход: 4 пл., 189 330 KZT; выход: 24 пол., 1 692 997 KZT. Связи от 2 исходных клиентов; приоритет 0.600."
45,100000005242320100,distributor,0.5992,"Распределяет средства 21 получателям. Вход: 2 пл., 365 700 KZT; выход: 21 пол., 8 936 295 KZT. Связи от 2 исходных клиентов; приоритет 0.599."
46,100000003265158100,transit,0.5982,"Наблюдаемый выход/вход 1.06. 100% исходящего объёма в дни притока или через 1–2 дня. Вход: 3 пл., 146 100 KZT; выход: 2 пол., 154 200 KZT. Связи от 4 исходных клиентов; приоритет 0.598."
47,100000002578405100,distributor,0.5976,"Распределяет средства 116 получателям. Вход: 2 пл., 1 200 351 KZT; выход: 116 пол., 3 108 352 KZT. Связи от 1 исходных клиентов; приоритет 0.598."
48,100000001253557100,consolidator,0.5975,"Получает от 5 разных плательщиков; связи от 5 исходных клиентов. Вход: 5 пл., 210 200 KZT; выход: 0 пол., 0 KZT. Связи от 5 исходных клиентов; приоритет 0.598."
49,100000004150593100,distributor,0.5969,"Распределяет средства 11 получателям. Вход: 1 пл., 57 000 KZT; выход: 11 пол., 871 165 KZT. Связи от 3 исходных клиентов; приоритет 0.597."
50,100000004070318100,coordinator,0.5955,"Связи от 2 исходных клиентов; высокая посредническая роль. Вход: 4 пл., 207 247 KZT; выход: 19 пол., 551 860 KZT. Связи от 2 исходных клиентов; приоритет 0.596."
