cluster_id,n_nodes,n_seed,sum_kzt_internal,top_gids,hypothesis
1,186,4,23851644.7,"100000008346837100,100000005910114100,100000002957787100,100000008165763100,100000002398779100","В сообществе 4 исходных клиентов; 8 координирующих, 12 собирающих, 5 распределяющих, 8 транзитных узлов. Структура требует проверки."
2,180,13,25436366.56,"100000004156082100,100000008144528100,100000004150593100,100000004188160100,100000005287097100","В сообществе 13 исходных клиентов; 6 координирующих, 2 собирающих, 2 распределяющих, 9 транзитных узлов. Структура требует проверки."
3,180,1,42789107.62,"100000008710791100,100000008547948100,100000008743913100,100000008489922100,100000008512827100","В сообществе 1 исходных клиентов; 6 координирующих, 4 собирающих, 8 распределяющих, 4 транзитных узлов. Структура требует проверки."
4,173,0,17405607,"100000000437046100,100000008477350100,100000004400305100,100000008686313100,100000007639767100","В сообществе 0 исходных клиентов; 6 координирующих, 2 собирающих, 1 распределяющих, 8 транзитных узлов. Структура требует проверки."
5,150,1,5518694,"100000001697501100,100000002733905100,100000003942602100,100000001166289100,100000005342513100","В сообществе 1 исходных клиентов; 0 координирующих, 0 собирающих, 2 распределяющих, 2 транзитных узлов. Структура требует проверки."
6,127,0,27959987.5,"100000000331309100,100000008560717100,100000006734214100,100000008413748100,100000004906181100","В сообществе 0 исходных клиентов; 2 координирующих, 2 собирающих, 0 распределяющих, 2 транзитных узлов. Структура требует проверки."
7,120,0,4465650,"100000002578405100,100000008493007100,100000005041905100,100000003192309100,100000004292885100","В сообществе 0 исходных клиентов; 0 координирующих, 0 собирающих, 1 распределяющих, 1 транзитных узлов. Структура требует проверки."
8,111,2,17186269,"100000001530983100,100000003299365100,100000003946524100,100000001072022100,100000002939838100","В сообществе 2 исходных клиентов; 1 координирующих, 1 собирающих, 2 распределяющих, 2 транзитных узлов. Структура требует проверки."
9,104,0,13162950.51,"100000005933757100,100000005704413100,100000007998965100,100000002605308100,100000005578559100","В сообществе 0 исходных клиентов; 6 координирующих, 1 собирающих, 1 распределяющих, 1 транзитных узлов. Структура требует проверки."
10,100,0,7385576.8,"100000008603629100,100000005782781100,100000008731444100,100000004847758100,100000005778283100","В сообществе 0 исходных клиентов; 3 координирующих, 1 собирающих, 2 распределяющих, 1 транзитных узлов. Структура требует проверки."
11,99,5,20725937.61,"100000004015047100,100000002838861100,100000002894076100,100000001937767100,100000003111305100","В сообществе 5 исходных клиентов; 0 координирующих, 3 собирающих, 3 распределяющих, 2 транзитных узлов. Структура требует проверки."
12,72,0,16836068,"100000007442518100,100000001282143100,100000005242320100,100000001584286100,100000002883402100","В сообществе 0 исходных клиентов; 0 координирующих, 1 собирающих, 3 распределяющих, 0 транзитных узлов. Структура требует проверки."
13,66,1,4049151,"100000003265158100,100000001899164100,100000002679516100,100000002193259100,100000002973903100","В сообществе 1 исходных клиентов; 0 координирующих, 0 собирающих, 2 распределяющих, 3 транзитных узлов. Структура требует проверки."
14,66,0,11526279.53,"100000001857829100,100000007908818100,100000003880331100,100000006977207100,100000008473207100","В сообществе 0 исходных клиентов; 1 координирующих, 0 собирающих, 2 распределяющих, 2 транзитных узлов. Структура требует проверки."
15,50,3,7422573.8,"100000003115284100,100000003635170100,100000006889963100,100000001463701100,100000003360542100","В сообществе 3 исходных клиентов; 1 координирующих, 1 собирающих, 0 распределяющих, 3 транзитных узлов. Структура требует проверки."
16,50,10,7706459,"100000007594394100,100000004403675100,100000006274203100,100000008254069100,100000003809101100","В сообществе 10 исходных клиентов; 1 координирующих, 1 собирающих, 1 распределяющих, 1 транзитных узлов. Структура требует проверки."
17,42,5,6365002.85,"100000008733194100,100000008304139100,100000008324800100,100000002741024100,100000004480280100","В сообществе 5 исходных клиентов; 1 координирующих, 0 собирающих, 1 распределяющих, 1 транзитных узлов. Структура требует проверки."
18,42,0,2257263,"100000005665181100,100000008748408100,100000002692750100,100000003068941100,100000001130176100","В сообществе 0 исходных клиентов; 0 координирующих, 0 собирающих, 2 распределяющих, 2 транзитных узлов. Структура требует проверки."
19,33,1,1727157,"100000005612411100,100000008172352100,100000001102676100,100000002964966100,100000002457464100","В сообществе 1 исходных клиентов; 0 координирующих, 0 собирающих, 2 распределяющих, 1 транзитных узлов. Структура требует проверки."
20,27,0,4092856,"100000003242289100,100000006225798100,100000008512552100,100000003178549100,100000003964910100","В сообществе 0 исходных клиентов; 1 координирующих, 0 собирающих, 0 распределяющих, 0 транзитных узлов. Структура требует проверки."
21,24,0,3340669,"100000008213966100,100000005519998100,100000004017410100,100000007382543100,100000004076740100","В сообществе 0 исходных клиентов; 0 координирующих, 0 собирающих, 0 распределяющих, 2 транзитных узлов. Структура требует проверки."
22,18,0,3422800,"100000003701161100,100000002267998100,100000003718221100,100000008137435100,100000001063678100","В сообществе 0 исходных клиентов; 0 координирующих, 0 собирающих, 0 распределяющих, 0 транзитных узлов. Структура требует проверки."
