gid,role,role_score,cluster_id,priority_score,evidence
100000000011452100,peripheral,0.35,10,0.3422,"Выраженных признаков роли в доступной выборке нет. Вход: 3 пл., 110 000 KZT; выход: 1 пол., 16 685 KZT."
100000000018102100,peripheral,0.2,10,0.1956,"Колено 4: исходящие переводы за пределом обхода неизвестны. Вход: 1 пл., 7 000 KZT; выход: 0 пол., 0 KZT."
100000000031787100,transit,0.8433,29,0.3875,"Наблюдаемый выход/вход 1.00. 44% исходящего объёма в дни притока или через 1–2 дня. Вход: 1 пл., 90 000 KZT; выход: 2 пол., 90 000 KZT."
100000000041368100,terminal,0.55,8,0.5074,Получено 160 000 KZT от 1 плательщиков; исходящих переводов в выборке нет (колено 1).
100000000076451100,peripheral,0.35,34,0.4861,"Выраженных признаков роли в доступной выборке нет. Вход: 3 пл., 87 707 KZT; выход: 4 пол., 58 000 KZT."
100000000089154100,distributor,1,1,0.4797,"Распределяет средства 15 получателям. Вход: 1 пл., 10 000 KZT; выход: 15 пол., 425 500 KZT."
100000000190228100,peripheral,0.35,11,0.4209,"Выраженных признаков роли в доступной выборке нет. Вход: 1 пл., 5 000 KZT; выход: 1 пол., 28 560 KZT."
100000000201868100,transit,0.91,2,0.3936,"Наблюдаемый выход/вход 1.00. 100% исходящего объёма в дни притока или через 1–2 дня. Вход: 1 пл., 190 000 KZT; выход: 1 пол., 190 000 KZT."
100000000254336100,peripheral,0.35,4,0.3965,"Выраженных признаков роли в доступной выборке нет. Вход: 2 пл., 97 177 KZT; выход: 1 пол., 60 000 KZT."
100000000267734100,peripheral,0.35,29,0.391,"Выраженных признаков роли в доступной выборке нет. Вход: 2 пл., 180 000 KZT; выход: 7 пол., 282 000 KZT."
100000000274067100,peripheral,0.35,11,0.4005,"Выраженных признаков роли в доступной выборке нет. Вход: 2 пл., 517 704 KZT; выход: 3 пол., 2 969 000 KZT."
100000000287768100,terminal,0.55,4,0.3042,Получено 35 168 KZT от 1 плательщиков; исходящих переводов в выборке нет (колено 3).
100000000288317100,peripheral,0.35,10,0.354,"Выраженных признаков роли в доступной выборке нет. Вход: 2 пл., 100 000 KZT; выход: 3 пол., 53 500 KZT."
100000000291906100,transit,0.6916,39,0.407,"Наблюдаемый выход/вход 1.17. 42% исходящего объёма в дни притока или через 1–2 дня. Вход: 2 пл., 388 000 KZT; выход: 2 пол., 455 854 KZT."
100000000291908100,peripheral,0.35,39,0.3348,"Выраженных признаков роли в доступной выборке нет. Вход: 1 пл., 295 500 KZT; выход: 1 пол., 13 300 KZT."
100000000297649100,peripheral,0.35,13,0.4987,"Выраженных признаков роли в доступной выборке нет. Вход: 1 пл., 40 000 KZT; выход: 1 пол., 70 600 KZT."
100000000299820100,peripheral,0.2,10,0.1999,"Колено 4: исходящие переводы за пределом обхода неизвестны. Вход: 1 пл., 10 000 KZT; выход: 0 пол., 0 KZT."
100000000307908100,terminal,0.55,35,0.2743,Получено 5 000 KZT от 1 плательщиков; исходящих переводов в выборке нет (колено 2).
